"","year","state","nmfs_name","pounds","metric_tons","dollars","scientific_name","source"
"650",2014,"FLORIDA-WEST","SHARK, SANDBAR",39851,18,23114,"Carcharhinus plumbeus","EXCEPTIONS"
"651",2014,"FLORIDA-WEST","SHARK, SHARPNOSE, ATLANTIC",417,NA,375,"Rhizoprionodon terraenovae","EXCEPTIONS"
"652",2014,"FLORIDA-WEST","SHARK, SPINNER",6663,3,5397,"Carcharhinus brevipinna","EXCEPTIONS"
"653",2014,"FLORIDA-WEST","SHARK, TIGER",13761,6,10871,"Galeocerdo cuvier","EXCEPTIONS"
"654",2014,"GEORGIA","SHARK, BLACKTIP",20,NA,8,"Carcharhinus limbatus","EXCEPTIONS"
"655",2014,"HAWAII","SHARK, MAKO, SHORTFIN",90966,41,106806,"Isurus oxyrinchus","PIFSC"
"656",2014,"LOUISIANA","SHARK, BLACKTIP",425956,193,200199,"Carcharhinus limbatus","EXCEPTIONS"
"657",2014,"LOUISIANA","SHARK, BULL",228966,104,112193,"Carcharhinus leucas","EXCEPTIONS"
"658",2014,"LOUISIANA","SHARK, HAMMERHEAD, GREAT",14227,6,5264,"Sphyrna mokarran","EXCEPTIONS"
"659",2014,"LOUISIANA","SHARK, MAKO, SHORTFIN",4027,2,4067,"Isurus oxyrinchus","EXCEPTIONS"
"660",2014,"LOUISIANA","SHARK, SPINNER",51163,23,25070,"Carcharhinus brevipinna","EXCEPTIONS"
"661",2014,"LOUISIANA","SHARK, TIGER",606,NA,242,"Galeocerdo cuvier","EXCEPTIONS"
"662",2014,"MAINE","SHARK, DOGFISH, SPINY",214763,97,35200,"Squalus acanthias","ACCSP"
"663",2014,"MAINE","SHARK, MAKO, SHORTFIN",837,NA,896,"Isurus oxyrinchus","EXCEPTIONS"
"664",2014,"MAINE","SHARK, PORBEAGLE",2087,1,1106,"Lamna nasus","EXCEPTIONS"
"665",2014,"MARYLAND","SHARK, BLACKTIP",531,NA,372,"Carcharhinus limbatus","EXCEPTIONS"
"666",2014,"MARYLAND","SHARK, DOGFISH, SMOOTH",176869,80,84165,"Mustelus canis","ACCSP"
"667",2014,"MARYLAND","SHARK, DOGFISH, SPINY",1062355,482,165084,"Squalus acanthias","ACCSP"
"668",2014,"MARYLAND","SHARK, MAKO, SHORTFIN",8282,4,20539,"Isurus oxyrinchus","EXCEPTIONS"
"669",2014,"MARYLAND","SHARK, SPINNER",1698,1,1240,"Carcharhinus brevipinna","EXCEPTIONS"
"670",2014,"MARYLAND","SHARK, THRESHER",7851,4,5182,"Alopias vulpinus","EXCEPTIONS"
"671",2014,"MASSACHUSETTS","SHARK, DOGFISH, SPINY",9439058,4282,2027689,"Squalus acanthias","ACCSP"
"672",2014,"MASSACHUSETTS","SHARK, MAKO, SHORTFIN",26246,12,51967,"Isurus oxyrinchus","EXCEPTIONS"
"673",2014,"MASSACHUSETTS","SHARK, PORBEAGLE",4327,2,2466,"Lamna nasus","EXCEPTIONS"
"674",2014,"NEW JERSEY","SHARK, BLACKTIP",2389,1,1792,"Carcharhinus limbatus","EXCEPTIONS"
"675",2014,"NEW JERSEY","SHARK, DOGFISH, SMOOTH",735745,334,355781,"Mustelus canis","ACCSP"
"676",2014,"NEW JERSEY","SHARK, DOGFISH, SPINY",2202747,999,351633,"Squalus acanthias","ACCSP"
"677",2014,"NEW JERSEY","SHARK, FINETOOTH",6002,3,4922,"Carcharhinus isodon","EXCEPTIONS"
"678",2014,"NEW JERSEY","SHARK, HAMMERHEAD, GREAT",1160,1,1230,"Sphyrna mokarran","EXCEPTIONS"
"679",2014,"NEW JERSEY","SHARK, MAKO, SHORTFIN",16276,7,31413,"Isurus oxyrinchus","EXCEPTIONS"
"680",2014,"NEW JERSEY","SHARK, THRESHER",15239,7,15696,"Alopias vulpinus","EXCEPTIONS"
"681",2014,"NEW YORK","SHARK, DOGFISH, SMOOTH",205732,93,113037,"Mustelus canis","ACCSP"
"682",2014,"NEW YORK","SHARK, DOGFISH, SPINY",59645,27,16498,"Squalus acanthias","ACCSP"
"683",2014,"NEW YORK","SHARK, MAKO, SHORTFIN",6877,3,14029,"Isurus oxyrinchus","EXCEPTIONS"
"684",2014,"NEW YORK","SHARK, THRESHER",855,NA,1214,"Alopias vulpinus","EXCEPTIONS"
"685",2014,"NORTH CAROLINA","SHARK, BLACKNOSE",1839,1,938,"Carcharhinus acronotus","EXCEPTIONS"
"686",2014,"NORTH CAROLINA","SHARK, BLACKTIP",91211,41,58375,"Carcharhinus limbatus","EXCEPTIONS"
"687",2014,"NORTH CAROLINA","SHARK, BLUE",16542,8,1654,"Prionace glauca","EXCEPTIONS"
"688",2014,"NORTH CAROLINA","SHARK, BONNETHEAD",662,NA,318,"Sphyrna tiburo","EXCEPTIONS"
"689",2014,"NORTH CAROLINA","SHARK, BULL",6199,3,2542,"Carcharhinus leucas","EXCEPTIONS"
"690",2014,"NORTH CAROLINA","SHARK, DOGFISH, SMOOTH",498904,226,212998,"Mustelus canis","ACCSP"
"691",2014,"NORTH CAROLINA","SHARK, DOGFISH, SPINY",5650285,2563,567403,"Squalus acanthias","ACCSP"
"692",2014,"NORTH CAROLINA","SHARK, FINETOOTH",4380,2,2278,"Carcharhinus isodon","EXCEPTIONS"
"693",2014,"NORTH CAROLINA","SHARK, HAMMERHEAD, GREAT",6116,3,2446,"Sphyrna mokarran","EXCEPTIONS"
"694",2014,"NORTH CAROLINA","SHARK, HAMMERHEAD, SCALLOPED",6518,3,2803,"Sphyrna lewini","EXCEPTIONS"
"695",2014,"NORTH CAROLINA","SHARK, HAMMERHEAD, SMOOTH",389,NA,175,"Sphyrna zygaena","EXCEPTIONS"
"696",2014,"NORTH CAROLINA","SHARK, LEMON",479,NA,254,"Negaprion brevirostris","EXCEPTIONS"
"697",2014,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",104222,47,208444,"Isurus oxyrinchus","EXCEPTIONS"
"698",2014,"NORTH CAROLINA","SHARK, SANDBAR",35612,16,27065,"Carcharhinus plumbeus","EXCEPTIONS"
"699",2014,"NORTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",87745,40,53524,"Rhizoprionodon terraenovae","EXCEPTIONS"
"700",2014,"NORTH CAROLINA","SHARK, SPINNER",20871,9,12731,"Carcharhinus brevipinna","EXCEPTIONS"
"701",2014,"NORTH CAROLINA","SHARK, THRESHER",88049,40,57232,"Alopias vulpinus","EXCEPTIONS"
"702",2014,"NORTH CAROLINA","SHARK, TIGER",11033,5,5186,"Galeocerdo cuvier","EXCEPTIONS"
"703",2014,"OREGON","SHARK, BROWN CAT",3083,1,NA,"Arpisturus brunneus","PACFIN"
"704",2014,"OREGON","SHARK, DOGFISH, SPINY",83154,38,136,"Squalus acanthias","PACFIN"
"705",2014,"OREGON","SHARK, TOPE",497,NA,NA,"Galeorhinus galeus","PACFIN"
"706",2014,"PROCESS AT SEA","SHARK, BLUE",543,NA,NA,"Prionace glauca","PACFIN"
"707",2014,"PROCESS AT SEA","SHARK, DOGFISH, SPINY",51169,23,NA,"Squalus acanthias","PACFIN"
"708",2014,"RHODE ISLAND","SHARK, DOGFISH, SMOOTH",15519,7,5387,"Mustelus canis","ACCSP"
"709",2014,"RHODE ISLAND","SHARK, DOGFISH, SPINY",689445,313,112971,"Squalus acanthias","ACCSP"
"710",2014,"RHODE ISLAND","SHARK, MAKO, SHORTFIN",3212,1,7709,"Isurus oxyrinchus","EXCEPTIONS"
"711",2014,"SOUTH CAROLINA","SHARK, BLACKNOSE",833,NA,1100,"Carcharhinus acronotus","EXCEPTIONS"
"712",2014,"SOUTH CAROLINA","SHARK, BLACKTIP",19568,9,24851,"Carcharhinus limbatus","EXCEPTIONS"
"713",2014,"SOUTH CAROLINA","SHARK, BULL",2056,1,3084,"Carcharhinus leucas","EXCEPTIONS"
"714",2014,"SOUTH CAROLINA","SHARK, FINETOOTH",2436,1,3825,"Carcharhinus isodon","EXCEPTIONS"
"715",2014,"SOUTH CAROLINA","SHARK, LEMON",1689,1,2990,"Negaprion brevirostris","EXCEPTIONS"
"716",2014,"SOUTH CAROLINA","SHARK, MAKO, SHORTFIN",9158,4,17309,"Isurus oxyrinchus","EXCEPTIONS"
"717",2014,"SOUTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",10998,5,19576,"Rhizoprionodon terraenovae","EXCEPTIONS"
"718",2014,"SOUTH CAROLINA","SHARK, TIGER",2377,1,5111,"Galeocerdo cuvier","EXCEPTIONS"
"719",2014,"VIRGINIA","SHARK, BLACKTIP",82,NA,58,"Carcharhinus limbatus","EXCEPTIONS"
"720",2014,"VIRGINIA","SHARK, DOGFISH, SMOOTH",194100,88,137463,"Mustelus canis","ACCSP"
"721",2014,"VIRGINIA","SHARK, DOGFISH, SPINY",2694821,1222,432037,"Squalus acanthias","ACCSP"
"722",2014,"VIRGINIA","SHARK, MAKO, SHORTFIN",4502,2,10715,"Isurus oxyrinchus","EXCEPTIONS"
"723",2014,"VIRGINIA","SHARK, THRESHER",3942,2,2641,"Alopias vulpinus","EXCEPTIONS"
"724",2014,"WASHINGTON","SHARK, DOGFISH, SPINY",323457,147,114401,"Squalus acanthias","PACFIN"
"725",2014,"WASHINGTON","SHARK, TOPE",280,NA,NA,"Galeorhinus galeus","PACFIN"
"726",2013,"ALABAMA","SHARK, BLACKTIP",29805,14,29189,"Carcharhinus limbatus","GULFFIN"
"727",2013,"ALABAMA","SHARK, FINETOOTH",98954,45,80231,"Carcharhinus isodon","GULFFIN"
"728",2013,"ALABAMA","SHARK, HAMMERHEAD, GREAT",532,NA,113,"Sphyrna mokarran","GULFFIN"
"729",2013,"ALABAMA","SHARK, SHARPNOSE, ATLANTIC",172435,78,86761,"Rhizoprionodon terraenovae","GULFFIN"
"730",2013,"ALABAMA","SHARK, SPINNER",8811,4,5619,"Carcharhinus brevipinna","GULFFIN"
"731",2013,"CALIFORNIA","SHARK, DOGFISH, SPINY",2112,1,906,"Squalus acanthias","PACFIN"
"732",2013,"CALIFORNIA","SHARK, LEOPARD",2505,1,2306,"Triakis semifasciata","PACFIN"
"733",2013,"CALIFORNIA","SHARK, MAKO, SHORTFIN",67442,31,60974,"Isurus oxyrinchus","PACFIN"
"734",2013,"CALIFORNIA","SHARK, PACIFIC ANGEL",24164,11,14697,"Squatina californica","PACFIN"
"735",2013,"CALIFORNIA","SHARK, THRESHER",156836,71,124046,"Alopias vulpinus","PACFIN"
"736",2013,"CALIFORNIA","SHARK, THRESHER, BIGEYE",1272,1,655,"Alopias superciliosus","PACFIN"
"737",2013,"CALIFORNIA","SHARK, TOPE",3108,1,3012,"Galeorhinus galeus","PACFIN"
"738",2013,"CONNECTICUT","SHARK, DOGFISH, SMOOTH",16443,7,14781,"Mustelus canis","ACCSP"
"739",2013,"CONNECTICUT","SHARK, DOGFISH, SPINY",21990,10,5417,"Squalus acanthias","ACCSP"
"740",2013,"FLORIDA-EAST","SHARK, BLACKNOSE",39680,18,24018,"Carcharhinus acronotus","ACCSP"
"741",2013,"FLORIDA-EAST","SHARK, BLACKTIP",222236,101,141270,"Carcharhinus limbatus","ACCSP"
"742",2013,"FLORIDA-EAST","SHARK, BONNETHEAD",31678,14,18146,"Sphyrna tiburo","ACCSP"
"743",2013,"FLORIDA-EAST","SHARK, BULL",31291,14,16398,"Carcharhinus leucas","ACCSP"
"744",2013,"FLORIDA-EAST","SHARK, FINETOOTH",15501,7,10408,"Carcharhinus isodon","ACCSP"
"745",2013,"FLORIDA-EAST","SHARK, HAMMERHEAD, SCALLOPED",36938,17,18867,"Sphyrna lewini","ACCSP"
"746",2013,"FLORIDA-EAST","SHARK, LEMON",11333,5,6106,"Negaprion brevirostris","ACCSP"
"747",2013,"FLORIDA-EAST","SHARK, MAKO, SHORTFIN",21666,10,32991,"Isurus oxyrinchus","ACCSP"
"748",2013,"FLORIDA-EAST","SHARK, SHARPNOSE, ATLANTIC",163955,74,69981,"Rhizoprionodon terraenovae","ACCSP"
"749",2013,"FLORIDA-EAST","SHARK, SPINNER",28426,13,15431,"Carcharhinus brevipinna","ACCSP"
"750",2013,"FLORIDA-EAST","SHARK, TIGER",16702,8,9277,"Galeocerdo cuvier","ACCSP"
"751",2013,"FLORIDA-WEST","SHARK, BLACKNOSE",3014,1,15776,"Carcharhinus acronotus","ACCSP"
"752",2013,"FLORIDA-WEST","SHARK, BLACKTIP",19923,9,9402,"Carcharhinus limbatus","ACCSP"
"753",2013,"FLORIDA-WEST","SHARK, BONNETHEAD",53,NA,12860,"Sphyrna tiburo","ACCSP"
"754",2013,"FLORIDA-WEST","SHARK, BULL",29310,13,13667,"Carcharhinus leucas","ACCSP"
"755",2013,"FLORIDA-WEST","SHARK, HAMMERHEAD, GREAT",31096,14,7157,"Sphyrna mokarran","ACCSP"
"756",2013,"FLORIDA-WEST","SHARK, LEMON",16705,8,7183,"Negaprion brevirostris","ACCSP"
"757",2013,"FLORIDA-WEST","SHARK, MAKO, SHORTFIN",14495,7,19446,"Isurus oxyrinchus","ACCSP"
"758",2013,"FLORIDA-WEST","SHARK, SANDBAR",52256,24,22917,"Carcharhinus plumbeus","ACCSP"
"759",2013,"FLORIDA-WEST","SHARK, SILKY",455,NA,2224,"Carcharhinus falciformis","ACCSP"
"760",2013,"FLORIDA-WEST","SHARK, SPINNER",5356,2,2991,"Carcharhinus brevipinna","ACCSP"
"761",2013,"FLORIDA-WEST","SHARK, TIGER",17941,8,9311,"Galeocerdo cuvier","ACCSP"
"762",2013,"HAWAII","SHARK, MAKO, SHORTFIN",97615,44,103225,"Isurus oxyrinchus","PIFSC"
"763",2013,"LOUISIANA","SHARK, MAKO, SHORTFIN",7189,3,5898,"Isurus oxyrinchus","GULFFIN"
"764",2013,"MAINE","SHARK, DOGFISH, SPINY",106610,48,18473,"Squalus acanthias","ACCSP"
"765",2013,"MARYLAND","SHARK, DOGFISH, SMOOTH",135525,61,80371,"Mustelus canis","ACCSP"
"766",2013,"MARYLAND","SHARK, DOGFISH, SPINY",1210620,549,216987,"Squalus acanthias","ACCSP"
"767",2013,"MARYLAND","SHARK, MAKO, SHORTFIN",5810,3,9270,"Isurus oxyrinchus","ACCSP"
"768",2013,"MARYLAND","SHARK, THRESHER",2807,1,1404,"Alopias vulpinus","ACCSP"
"769",2013,"MASSACHUSETTS","SHARK, DOGFISH, SPINY",6216751,2820,977949,"Squalus acanthias","ACCSP"
"770",2013,"MASSACHUSETTS","SHARK, MAKO, SHORTFIN",35742,16,45310,"Isurus oxyrinchus","ACCSP"
"771",2013,"NEW HAMPSHIRE","SHARK, DOGFISH, SPINY",515448,234,95881,"Squalus acanthias","ACCSP"
"772",2013,"NEW JERSEY","SHARK, DOGFISH, SMOOTH",831318,377,430242,"Mustelus canis","ACCSP"
"773",2013,"NEW JERSEY","SHARK, DOGFISH, SPINY",1751575,795,297606,"Squalus acanthias","ACCSP"
"774",2013,"NEW JERSEY","SHARK, MAKO, SHORTFIN",38906,18,50643,"Isurus oxyrinchus","ACCSP"
"775",2013,"NEW JERSEY","SHARK, THRESHER",10491,5,7993,"Alopias vulpinus","ACCSP"
"776",2013,"NEW YORK","SHARK, DOGFISH, SMOOTH",218236,99,117250,"Mustelus canis","ACCSP"
"777",2013,"NEW YORK","SHARK, DOGFISH, SPINY",79761,36,23155,"Squalus acanthias","ACCSP"
"778",2013,"NEW YORK","SHARK, MAKO, SHORTFIN",8652,4,11981,"Isurus oxyrinchus","ACCSP"
"779",2013,"NORTH CAROLINA","SHARK, BLACKNOSE",7054,3,2672,"Carcharhinus acronotus","ACCSP"
"780",2013,"NORTH CAROLINA","SHARK, BLACKTIP",106516,48,40063,"Carcharhinus limbatus","ACCSP"
"781",2013,"NORTH CAROLINA","SHARK, BLUE",18092,8,1900,"Prionace glauca","ACCSP"
"782",2013,"NORTH CAROLINA","SHARK, BULL",9164,4,3116,"Carcharhinus leucas","ACCSP"
"783",2013,"NORTH CAROLINA","SHARK, DOGFISH, SMOOTH",783053,355,345602,"Mustelus canis","ACCSP"
"784",2013,"NORTH CAROLINA","SHARK, DOGFISH, SPINY",3010958,1366,301096,"Squalus acanthias","ACCSP"
"785",2013,"NORTH CAROLINA","SHARK, FINETOOTH",9570,4,3578,"Carcharhinus isodon","ACCSP"
"786",2013,"NORTH CAROLINA","SHARK, HAMMERHEAD, GREAT",6758,3,2032,"Sphyrna mokarran","ACCSP"
"787",2013,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",130536,59,125355,"Isurus oxyrinchus","ACCSP"
"788",2013,"NORTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",122546,56,36401,"Rhizoprionodon terraenovae","ACCSP"
"789",2013,"NORTH CAROLINA","SHARK, SPINNER",12410,6,5233,"Carcharhinus brevipinna","ACCSP"
"790",2013,"NORTH CAROLINA","SHARK, THRESHER",72244,33,33030,"Alopias vulpinus","ACCSP"
"791",2013,"NORTH CAROLINA","SHARK, TIGER",5042,2,1462,"Galeocerdo cuvier","ACCSP"
"792",2013,"OREGON","SHARK, BLUE",206,NA,14,"Prionace glauca","PACFIN"
"793",2013,"OREGON","SHARK, BROWN CAT",2816,1,NA,"Arpisturus brunneus","PACFIN"
"794",2013,"OREGON","SHARK, DOGFISH, SPINY",65957,30,602,"Squalus acanthias","PACFIN"
"795",2013,"PROCESS AT SEA","SHARK, DOGFISH, SPINY",37345,17,NA,"Squalus acanthias","PACFIN"
"796",2013,"RHODE ISLAND","SHARK, DOGFISH, SMOOTH",40050,18,14562,"Mustelus canis","ACCSP"
"797",2013,"RHODE ISLAND","SHARK, DOGFISH, SPINY",1000503,454,161301,"Squalus acanthias","ACCSP"
"798",2013,"SOUTH CAROLINA","SHARK, BLACKTIP",20831,9,27071,"Carcharhinus limbatus","ACCSP"
"799",2013,"SOUTH CAROLINA","SHARK, BULL",3440,2,3612,"Carcharhinus leucas","ACCSP"
"800",2013,"SOUTH CAROLINA","SHARK, FINETOOTH",652,NA,497,"Carcharhinus isodon","ACCSP"
"801",2013,"SOUTH CAROLINA","SHARK, LEMON",1662,1,1505,"Negaprion brevirostris","ACCSP"
"802",2013,"SOUTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",8646,4,10987,"Rhizoprionodon terraenovae","ACCSP"
"803",2013,"VIRGINIA","SHARK, BLACKTIP",26929,12,14801,"Carcharhinus limbatus","ACCSP"
"804",2013,"VIRGINIA","SHARK, DOGFISH, SMOOTH",66939,30,41229,"Mustelus canis","ACCSP"
"805",2013,"VIRGINIA","SHARK, DOGFISH, SPINY",2159196,979,354649,"Squalus acanthias","ACCSP"
"806",2013,"VIRGINIA","SHARK, MAKO, SHORTFIN",10298,5,16830,"Isurus oxyrinchus","ACCSP"
"807",2013,"VIRGINIA","SHARK, THRESHER",1269,1,684,"Alopias vulpinus","ACCSP"
"808",2013,"WASHINGTON","SHARK, DOGFISH, SPINY",284967,129,75947,"Squalus acanthias","PACFIN"
"809",2012,"ALABAMA","SHARK, BLACKTIP",9281,4,3648,"Carcharhinus limbatus","GULFFIN"
"810",2012,"ALABAMA","SHARK, BULL",5889,3,1776,"Carcharhinus leucas","GULFFIN"
"811",2012,"CALIFORNIA","SHARK, DOGFISH, SPINY",2081,1,539,"Squalus acanthias","PACFIN"
"812",2012,"CALIFORNIA","SHARK, LEOPARD",6461,3,5569,"Triakis semifasciata","PACFIN"
"813",2012,"CALIFORNIA","SHARK, MAKO, SHORTFIN",59497,27,52361,"Isurus oxyrinchus","PACFIN"
"814",2012,"CALIFORNIA","SHARK, PACIFIC ANGEL",22884,10,14220,"Squatina californica","PACFIN"
"815",2012,"CALIFORNIA","SHARK, THRESHER",146069,66,113199,"Alopias vulpinus","PACFIN"
"816",2012,"CALIFORNIA","SHARK, TOPE",2953,1,2381,"Galeorhinus galeus","PACFIN"
"817",2012,"CONNECTICUT","SHARK, DOGFISH, SMOOTH",2759,1,2013,"Mustelus canis","ACCSP"
"818",2012,"CONNECTICUT","SHARK, DOGFISH, SPINY",97312,44,19859,"Squalus acanthias","ACCSP"
"819",2012,"CONNECTICUT","SHARK, DUSKY",65,NA,33,"Carcharhinus obscurus","ACCSP"
"820",2012,"FLORIDA-EAST","SHARK, BLACKNOSE",44053,20,26899,"Carcharhinus acronotus","ACCSP"
"821",2012,"FLORIDA-EAST","SHARK, BLACKTIP",125164,57,71879,"Carcharhinus limbatus","ACCSP"
"822",2012,"FLORIDA-EAST","SHARK, BONNETHEAD",26036,12,12125,"Sphyrna tiburo","ACCSP"
"823",2012,"FLORIDA-EAST","SHARK, BULL",24767,11,10769,"Carcharhinus leucas","ACCSP"
"824",2012,"FLORIDA-EAST","SHARK, FINETOOTH",10817,5,6308,"Carcharhinus isodon","ACCSP"
"825",2012,"FLORIDA-EAST","SHARK, HAMMERHEAD, SCALLOPED",18922,9,6592,"Sphyrna lewini","ACCSP"
"826",2012,"FLORIDA-EAST","SHARK, LEMON",16074,7,6702,"Negaprion brevirostris","ACCSP"
"827",2012,"FLORIDA-EAST","SHARK, MAKO, SHORTFIN",24538,11,34506,"Isurus oxyrinchus","ACCSP"
"828",2012,"FLORIDA-EAST","SHARK, SHARPNOSE, ATLANTIC",264416,120,114439,"Rhizoprionodon terraenovae","ACCSP"
"829",2012,"FLORIDA-EAST","SHARK, TIGER",22127,10,8580,"Galeocerdo cuvier","ACCSP"
"830",2012,"FLORIDA-WEST","SHARK, BLACKNOSE",5027,2,2003,"Carcharhinus acronotus","ACCSP"
"831",2012,"FLORIDA-WEST","SHARK, BLACKTIP",41836,19,12342,"Carcharhinus limbatus","ACCSP"
"832",2012,"FLORIDA-WEST","SHARK, BULL",50744,23,12755,"Carcharhinus leucas","ACCSP"
"833",2012,"FLORIDA-WEST","SHARK, HAMMERHEAD, SCALLOPED",40391,18,13576,"Sphyrna lewini","ACCSP"
"834",2012,"FLORIDA-WEST","SHARK, LEMON",34871,16,9135,"Negaprion brevirostris","ACCSP"
"835",2012,"FLORIDA-WEST","SHARK, MAKO, SHORTFIN",11363,5,12815,"Isurus oxyrinchus","ACCSP"
"836",2012,"FLORIDA-WEST","SHARK, SANDBAR",32687,15,10827,"Carcharhinus plumbeus","ACCSP"
"837",2012,"FLORIDA-WEST","SHARK, TIGER",32554,15,9539,"Galeocerdo cuvier","ACCSP"
"838",2012,"HAWAII","SHARK, MAKO, SHORTFIN",123621,56,117972,"Isurus oxyrinchus","PIFSC"
"839",2012,"LOUISIANA","SHARK, BLACKTIP",493128,224,307411,"Carcharhinus limbatus","GULFFIN"
"840",2012,"LOUISIANA","SHARK, MAKO, SHORTFIN",12006,5,8815,"Isurus oxyrinchus","GULFFIN"
"841",2012,"MAINE","SHARK, DOGFISH, SPINY",226770,103,44536,"Squalus acanthias","ACCSP"
"842",2012,"MARYLAND","SHARK, DOGFISH, SMOOTH",147655,67,93361,"Mustelus canis","ACCSP"
"843",2012,"MARYLAND","SHARK, DOGFISH, SPINY",1160497,526,275312,"Squalus acanthias","ACCSP"
"844",2012,"MARYLAND","SHARK, THRESHER",6718,3,4079,"Alopias vulpinus","ACCSP"
"845",2012,"MASSACHUSETTS","SHARK, DOGFISH, SPINY",13116374,5950,2887517,"Squalus acanthias","ACCSP"
"846",2012,"MASSACHUSETTS","SHARK, MAKO, SHORTFIN",74127,34,127772,"Isurus oxyrinchus","ACCSP"
"847",2012,"MASSACHUSETTS","SHARK, PORBEAGLE",3304,1,2442,"Lamna nasus","ACCSP"
"848",2012,"NEW HAMPSHIRE","SHARK, DOGFISH, SPINY",1788503,811,419658,"Squalus acanthias","ACCSP"
"849",2012,"NEW JERSEY","SHARK, DOGFISH, SMOOTH",711527,323,403051,"Mustelus canis","ACCSP"
"850",2012,"NEW JERSEY","SHARK, DOGFISH, SPINY",1512000,686,299324,"Squalus acanthias","ACCSP"
"851",2012,"NEW JERSEY","SHARK, MAKO, SHORTFIN",50631,23,74733,"Isurus oxyrinchus","ACCSP"
"852",2012,"NEW JERSEY","SHARK, THRESHER",15840,7,12988,"Alopias vulpinus","ACCSP"
"853",2012,"NEW YORK","SHARK, DOGFISH, SMOOTH",233700,106,116900,"Mustelus canis","ACCSP"
"854",2012,"NEW YORK","SHARK, DOGFISH, SPINY",305654,139,76809,"Squalus acanthias","ACCSP"
"855",2012,"NEW YORK","SHARK, MAKO, SHORTFIN",8432,4,12874,"Isurus oxyrinchus","ACCSP"
"856",2012,"NEW YORK","SHARK, THRESHER",1941,1,2142,"Alopias vulpinus","ACCSP"
"857",2012,"NEW YORK","SHARK, THRESHER, BIGEYE",203,NA,151,"Alopias superciliosus","ACCSP"
"858",2012,"NORTH CAROLINA","SHARK, BLACKNOSE",3394,2,1119,"Carcharhinus acronotus","ACCSP"
"859",2012,"NORTH CAROLINA","SHARK, BLACKTIP",66618,30,23337,"Carcharhinus limbatus","ACCSP"
"860",2012,"NORTH CAROLINA","SHARK, BLUE",29974,14,1649,"Prionace glauca","ACCSP"
"861",2012,"NORTH CAROLINA","SHARK, BONNETHEAD",1192,1,377,"Sphyrna tiburo","ACCSP"
"862",2012,"NORTH CAROLINA","SHARK, BULL",4522,2,1108,"Carcharhinus leucas","ACCSP"
"863",2012,"NORTH CAROLINA","SHARK, DOGFISH, SMOOTH",980285,445,381481,"Mustelus canis","ACCSP"
"864",2012,"NORTH CAROLINA","SHARK, DOGFISH, SPINY",2728882,1238,627643,"Squalus acanthias","ACCSP"
"865",2012,"NORTH CAROLINA","SHARK, FINETOOTH",5632,3,2000,"Carcharhinus isodon","ACCSP"
"866",2012,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",125208,57,127386,"Isurus oxyrinchus","ACCSP"
"867",2012,"NORTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",269224,122,90191,"Rhizoprionodon terraenovae","ACCSP"
"868",2012,"NORTH CAROLINA","SHARK, SPINNER",18738,8,6391,"Carcharhinus brevipinna","ACCSP"
"869",2012,"NORTH CAROLINA","SHARK, THRESHER",87939,40,36451,"Alopias vulpinus","ACCSP"
"870",2012,"NORTH CAROLINA","SHARK, TIGER",11504,5,2073,"Galeocerdo cuvier","ACCSP"
"871",2012,"OREGON","SHARK, BLUE",415,NA,9,"Prionace glauca","PACFIN"
"872",2012,"OREGON","SHARK, BROWN CAT",31880,14,NA,"Arpisturus brunneus","PACFIN"
"873",2012,"OREGON","SHARK, DOGFISH, SPINY",296789,135,15601,"Squalus acanthias","PACFIN"
"874",2012,"OREGON","SHARK, MAKO, SHORTFIN",597,NA,164,"Isurus oxyrinchus","PACFIN"
"875",2012,"PROCESS AT SEA","SHARK, DOGFISH, SPINY",98408,45,NA,"Squalus acanthias","PACFIN"
"876",2012,"RHODE ISLAND","SHARK, DOGFISH, SMOOTH",16097,7,5368,"Mustelus canis","ACCSP"
"877",2012,"RHODE ISLAND","SHARK, DOGFISH, SPINY",1351344,613,247256,"Squalus acanthias","ACCSP"
"878",2012,"RHODE ISLAND","SHARK, THRESHER",852,NA,540,"Alopias vulpinus","ACCSP"
"879",2012,"SOUTH CAROLINA","SHARK, BLACKNOSE",6224,3,8715,"Carcharhinus acronotus","ACCSP"
"880",2012,"SOUTH CAROLINA","SHARK, BLACKTIP",40765,18,37456,"Carcharhinus limbatus","ACCSP"
"881",2012,"SOUTH CAROLINA","SHARK, BONNETHEAD",803,NA,809,"Sphyrna tiburo","ACCSP"
"882",2012,"SOUTH CAROLINA","SHARK, BULL",5602,3,2710,"Carcharhinus leucas","ACCSP"
"883",2012,"SOUTH CAROLINA","SHARK, FINETOOTH",3815,2,3164,"Carcharhinus isodon","ACCSP"
"884",2012,"SOUTH CAROLINA","SHARK, LEMON",9888,4,6429,"Negaprion brevirostris","ACCSP"
"885",2012,"SOUTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",21967,10,32655,"Rhizoprionodon terraenovae","ACCSP"
