,,,,,,,,,,
Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2015,LOUISIANA,"SHARK, HAMMERHEAD, GREAT",,,,Confidential,Commercial,Sphyrna mokarran,160515,EXCEPTIONS
2015,LOUISIANA,"SHARK, HAMMERHEAD, SCALLOPED",,,,Confidential,Commercial,Sphyrna lewini,160508,EXCEPTIONS
2015,LOUISIANA,"SHARK, LEMON",,,,Confidential,Commercial,Negaprion brevirostris,160433,EXCEPTIONS
2015,LOUISIANA,"SHARK, MAKO, SHORTFIN",,,,Confidential,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2015,LOUISIANA,"SHARK, SPINNER",,,,Confidential,Commercial,Carcharhinus brevipinna,160401,EXCEPTIONS
2015,LOUISIANA,"SHARK, THRESHER, BIGEYE",,,,Confidential,Commercial,Alopias superciliosus,159921,GULFFIN
2015,LOUISIANA,"SHARK, TIGER",,,,Confidential,Commercial,Galeocerdo cuvier,160189,EXCEPTIONS
2015,MAINE,"SHARK, DOGFISH, CHAIN",,,,Confidential,Commercial,Scyliorhinus retifer,160060,ACCSP
2015,MAINE,"SHARK, DOGFISH, SPINY","20,454",9,"3,598",Public,Commercial,Squalus acanthias,160617,ACCSP
2015,MARYLAND,"SHARK, BLACKTIP",,,,Confidential,Commercial,Carcharhinus limbatus,160318,EXCEPTIONS
2015,MARYLAND,"SHARK, DOGFISH, SMOOTH","95,598",43,"35,730",Public,Commercial,Mustelus canis,160230,EXCEPTIONS
2015,MARYLAND,"SHARK, DOGFISH, SPINY","1,152,384",523,"182,815",Public,Commercial,Squalus acanthias,160617,ACCSP
2015,MARYLAND,"SHARK, HAMMERHEAD, GREAT",,,,Confidential,Commercial,Sphyrna mokarran,160515,EXCEPTIONS
2015,MARYLAND,"SHARK, HAMMERHEAD, SCALLOPED",,,,Confidential,Commercial,Sphyrna lewini,160508,EXCEPTIONS
2015,MARYLAND,"SHARK, MAKO, SHORTFIN","10,634",5,"8,945",Public,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2015,MARYLAND,"SHARK, SHARPNOSE, ATLANTIC",,,,Confidential,Commercial,Rhizoprionodon terraenovae,160200,EXCEPTIONS
2015,MARYLAND,"SHARK, SILKY",,,,Confidential,Commercial,Carcharhinus falciformis,160310,EXCEPTIONS
2015,MARYLAND,"SHARK, SPINNER",,,,Confidential,Commercial,Carcharhinus brevipinna,160401,EXCEPTIONS
2015,MARYLAND,"SHARK, THRESHER",,,,Confidential,Commercial,Alopias vulpinus,159916,EXCEPTIONS
2015,MARYLAND,"SHARK, TIGER",,,,Confidential,Commercial,Galeocerdo cuvier,160189,EXCEPTIONS
2015,MASSACHUSETTS,"SHARK, DOGFISH, CHAIN",,,,Confidential,Commercial,Scyliorhinus retifer,160060,ACCSP
2015,MASSACHUSETTS,"SHARK, DOGFISH, SMOOTH",,,,Confidential,Commercial,Mustelus canis,160230,EXCEPTIONS
2015,MASSACHUSETTS,"SHARK, DOGFISH, SPINY","7,855,050","3,563","1,459,588",Public,Commercial,Squalus acanthias,160617,ACCSP
2015,MASSACHUSETTS,"SHARK, MAKO, SHORTFIN",,,,Confidential,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2015,NEW HAMPSHIRE,"SHARK, DOGFISH, SPINY",,,,Confidential,Commercial,Squalus acanthias,160617,ACCSP
2015,NEW JERSEY,"SHARK, BLACKTIP",,,,Confidential,Commercial,Carcharhinus limbatus,160318,EXCEPTIONS
2015,NEW JERSEY,"SHARK, BLUE",,,,Confidential,Commercial,Prionace glauca,160424,EXCEPTIONS
2015,NEW JERSEY,"SHARK, DOGFISH, SMOOTH","665,358",302,"298,399",Public,Commercial,Mustelus canis,160230,EXCEPTIONS
2015,NEW JERSEY,"SHARK, DOGFISH, SPINY","1,910,055",866,"295,041",Public,Commercial,Squalus acanthias,160617,ACCSP
2015,NEW JERSEY,"SHARK, FINETOOTH",,,,Confidential,Commercial,Carcharhinus isodon,160409,EXCEPTIONS
2015,NEW JERSEY,"SHARK, HAMMERHEAD, GREAT",,,,Confidential,Commercial,Sphyrna mokarran,160515,EXCEPTIONS
2015,NEW JERSEY,"SHARK, HAMMERHEAD, SMOOTH",,,,Confidential,Commercial,Sphyrna zygaena,160505,EXCEPTIONS
2015,NEW JERSEY,"SHARK, MAKO, SHORTFIN","16,684",8,"20,838",Public,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2015,NEW JERSEY,"SHARK, SHARPNOSE, ATLANTIC",,,,Confidential,Commercial,Rhizoprionodon terraenovae,160200,EXCEPTIONS
2015,NEW JERSEY,"SHARK, SPINNER",,,,Confidential,Commercial,Carcharhinus brevipinna,160401,EXCEPTIONS
2015,NEW JERSEY,"SHARK, THRESHER","23,573",11,"17,382",Public,Commercial,Alopias vulpinus,159916,EXCEPTIONS
2015,NEW YORK,"SHARK, DOGFISH, BLACK",,,,Confidential,Commercial,Centroscyllium,160703,ACCSP
2015,NEW YORK,"SHARK, DOGFISH, CHAIN",,,,Confidential,Commercial,Scyliorhinus retifer,160060,ACCSP
2015,NEW YORK,"SHARK, DOGFISH, SMOOTH","247,784",112,"129,265",Public,Commercial,Mustelus canis,160230,EXCEPTIONS
2015,NEW YORK,"SHARK, DOGFISH, SPINY","29,836",14,"12,310",Public,Commercial,Squalus acanthias,160617,ACCSP
2015,NEW YORK,"SHARK, MAKO, SHORTFIN","8,963",4,"15,263",Public,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2015,NEW YORK,"SHARK, NIGHT",,,,Confidential,Commercial,Carcharhinus signatus,160413,EXCEPTIONS
2015,NEW YORK,"SHARK, NURSE",,,,Confidential,Commercial,Ginglymostoma cirratum,159977,ACCSP
2015,NEW YORK,"SHARK, SANDBAR",,,,Confidential,Commercial,Carcharhinus plumbeus,160289,EXCEPTIONS
2015,NEW YORK,"SHARK, THRESHER",,,,Confidential,Commercial,Alopias vulpinus,159916,EXCEPTIONS
2015,NEW YORK,"SHARK, THRESHER, BIGEYE",,,,Confidential,Commercial,Alopias superciliosus,159921,ACCSP
2015,NORTH CAROLINA,"SHARK, BLACKNOSE","2,740",1,"1,014",Public,Commercial,Carcharhinus acronotus,160304,EXCEPTIONS
2015,NORTH CAROLINA,"SHARK, BLACKTIP","51,905",24,"27,507",Public,Commercial,Carcharhinus limbatus,160318,EXCEPTIONS
2015,NORTH CAROLINA,"SHARK, BONNETHEAD","1,461",1,451,Public,Commercial,Sphyrna tiburo,160502,EXCEPTIONS
2015,NORTH CAROLINA,"SHARK, BULL","2,255",1,"1,043",Public,Commercial,Carcharhinus leucas,160275,EXCEPTIONS
2015,NORTH CAROLINA,"SHARK, DOGFISH, SMOOTH","178,878",81,"83,416",Public,Commercial,Mustelus canis,160230,EXCEPTIONS
2015,NORTH CAROLINA,"SHARK, DOGFISH, SPINY","4,247,213","1,927","552,548",Public,Commercial,Squalus acanthias,160617,ACCSP
2015,NORTH CAROLINA,"SHARK, FINETOOTH","1,981",1,683,Public,Commercial,Carcharhinus isodon,160409,EXCEPTIONS
2015,NORTH CAROLINA,"SHARK, HAMMERHEAD, GREAT","20,122",9,"4,085",Public,Commercial,Sphyrna mokarran,160515,EXCEPTIONS
2015,NORTH CAROLINA,"SHARK, HAMMERHEAD, SCALLOPED","7,081",3,"1,558",Public,Commercial,Sphyrna lewini,160508,EXCEPTIONS
2015,NORTH CAROLINA,"SHARK, HAMMERHEAD, SMOOTH",31,0,9,Public,Commercial,Sphyrna zygaena,160505,EXCEPTIONS
2015,NORTH CAROLINA,"SHARK, LEMON",221,0,146,Public,Commercial,Negaprion brevirostris,160433,EXCEPTIONS
2015,NORTH CAROLINA,"SHARK, MAKO, SHORTFIN","73,954",34,"116,127",Public,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2015,NORTH CAROLINA,"SHARK, SANDBAR","33,122",15,"19,511",Public,Commercial,Carcharhinus plumbeus,160289,EXCEPTIONS
2015,NORTH CAROLINA,"SHARK, SHARPNOSE, ATLANTIC","271,298",123,"140,719",Public,Commercial,Rhizoprionodon terraenovae,160200,EXCEPTIONS
2015,NORTH CAROLINA,"SHARK, SPINNER","35,352",16,"15,582",Public,Commercial,Carcharhinus brevipinna,160401,EXCEPTIONS
2015,NORTH CAROLINA,"SHARK, THRESHER","48,993",22,"29,485",Public,Commercial,Alopias vulpinus,159916,EXCEPTIONS
2015,NORTH CAROLINA,"SHARK, TIGER","7,561",3,"2,609",Public,Commercial,Galeocerdo cuvier,160189,EXCEPTIONS
2015,OREGON,"SHARK, BLUE","1,119",1,84,Public,Commercial,Prionace glauca,160424,PACFIN
2015,OREGON,"SHARK, BROWN CAT","16,980",8,,Public,Commercial,Arpisturus brunneus,159988,PACFIN
2015,OREGON,"SHARK, DOGFISH, SPINY","170,291",77,247,Public,Commercial,Squalus acanthias,160617,PACFIN
2015,OREGON,"SHARK, MAKO, SHORTFIN",,,,Confidential,Commercial,Isurus oxyrinchus,159924,PACFIN
2015,OREGON,"SHARK, TOPE",136,0,,Public,Commercial,Galeorhinus galeus,160181,PACFIN
2015,PROCESS AT SEA,"SHARK, BLUE",,,,Confidential,Commercial,Prionace glauca,160424,PACFIN
2015,PROCESS AT SEA,"SHARK, DOGFISH, SPINY","18,709",8,,Public,Commercial,Squalus acanthias,160617,PACFIN
2015,PROCESS AT SEA,"SHARK, TOPE",,,,Confidential,Commercial,Galeorhinus galeus,160181,PACFIN
2015,RHODE ISLAND,"SHARK, DOGFISH, SMOOTH","13,127",6,"4,119",Public,Commercial,Mustelus canis,160230,EXCEPTIONS
2015,RHODE ISLAND,"SHARK, DOGFISH, SPINY","534,357",242,"77,351",Public,Commercial,Squalus acanthias,160617,ACCSP
2015,RHODE ISLAND,"SHARK, MAKO, SHORTFIN",,,,Confidential,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2015,SOUTH CAROLINA,"SHARK, BLACKNOSE",,,,Confidential,Commercial,Carcharhinus acronotus,160304,ACCSP
2015,SOUTH CAROLINA,"SHARK, BLACKTIP",,,,Confidential,Commercial,Carcharhinus limbatus,160318,EXCEPTIONS
2015,SOUTH CAROLINA,"SHARK, BONNETHEAD",,,,Confidential,Commercial,Sphyrna tiburo,160502,EXCEPTIONS
2015,SOUTH CAROLINA,"SHARK, BULL",,,,Confidential,Commercial,Carcharhinus leucas,160275,EXCEPTIONS
2015,SOUTH CAROLINA,"SHARK, LEMON",,,,Confidential,Commercial,Negaprion brevirostris,160433,EXCEPTIONS
2015,SOUTH CAROLINA,"SHARK, MAKO, SHORTFIN","6,822",3,"10,257",Public,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2015,SOUTH CAROLINA,"SHARK, SHARPNOSE, ATLANTIC",,,,Confidential,Commercial,Rhizoprionodon terraenovae,160200,EXCEPTIONS
2015,SOUTH CAROLINA,"SHARK, SPINNER",,,,Confidential,Commercial,Carcharhinus brevipinna,160401,EXCEPTIONS
2015,SOUTH CAROLINA,"SHARK, TIGER",,,,Confidential,Commercial,Galeocerdo cuvier,160189,EXCEPTIONS
2015,TEXAS,"SHARK, BLACKTIP",,,,Confidential,Commercial,Carcharhinus limbatus,160318,EXCEPTIONS
2015,TEXAS,"SHARK, MAKO, SHORTFIN",,,,Confidential,Commercial,Isurus oxyrinchus,159924,GULFFIN
2015,VIRGINIA,"SHARK, BLACKTIP",,,,Confidential,Commercial,Carcharhinus limbatus,160318,EXCEPTIONS
2015,VIRGINIA,"SHARK, DOGFISH, SMOOTH","77,889",35,"28,125",Public,Commercial,Mustelus canis,160230,EXCEPTIONS
2015,VIRGINIA,"SHARK, DOGFISH, SPINY","3,411,300","1,547","541,596",Public,Commercial,Squalus acanthias,160617,ACCSP
2015,VIRGINIA,"SHARK, MAKO, SHORTFIN","3,158",1,"4,053",Public,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2015,VIRGINIA,"SHARK, THRESHER",,,,Confidential,Commercial,Alopias vulpinus,159916,EXCEPTIONS
2015,WASHINGTON,"SHARK, BLUE",,,,Confidential,Commercial,Prionace glauca,160424,PACFIN
2015,WASHINGTON,"SHARK, DOGFISH, SPINY","683,939",310,"146,917",Public,Commercial,Squalus acanthias,160617,PACFIN
2015,WASHINGTON,"SHARK, THRESHER",,,,Confidential,Commercial,Alopias vulpinus,159916,PACFIN
2015,WASHINGTON,"SHARK, TOPE",,,,Confidential,Commercial,Galeorhinus galeus,160181,PACFIN
2014,ALABAMA,"SHARK, BLACKNOSE",,,,Confidential,Commercial,Carcharhinus acronotus,160304,EXCEPTIONS
2014,ALABAMA,"SHARK, BLACKTIP","5,077",2,"3,655",Public,Commercial,Carcharhinus limbatus,160318,EXCEPTIONS
2014,ALABAMA,"SHARK, BONNETHEAD","8,292",4,"8,126",Public,Commercial,Sphyrna tiburo,160502,EXCEPTIONS
2014,ALABAMA,"SHARK, BULL","17,151",8,"8,576",Public,Commercial,Carcharhinus leucas,160275,EXCEPTIONS
2014,ALABAMA,"SHARK, DOGFISH, SMOOTH",,,,Confidential,Commercial,Mustelus canis,160230,GULFFIN
2014,ALABAMA,"SHARK, FINETOOTH","63,952",29,"63,952",Public,Commercial,Carcharhinus isodon,160409,EXCEPTIONS
2014,ALABAMA,"SHARK, HAMMERHEAD, SCALLOPED",907,0,454,Public,Commercial,Sphyrna lewini,160508,EXCEPTIONS
2014,ALABAMA,"SHARK, LEMON",,,,Confidential,Commercial,Negaprion brevirostris,160433,GULFFIN
2014,ALABAMA,"SHARK, SHARPNOSE, ATLANTIC","89,257",40,"27,670",Public,Commercial,Rhizoprionodon terraenovae,160200,EXCEPTIONS
2014,ALABAMA,"SHARK, SPINNER","3,781",2,"2,155",Public,Commercial,Carcharhinus brevipinna,160401,EXCEPTIONS
2014,ALABAMA,"SHARK, TIGER",,,,Confidential,Commercial,Galeocerdo cuvier,160189,GULFFIN
2014,CALIFORNIA,"SHARK, DOGFISH, SPINY","95,873",43,"32,814",Public,Commercial,Squalus acanthias,160617,PACFIN
2014,CALIFORNIA,"SHARK, LEOPARD","5,891",3,"6,928",Public,Commercial,Triakis semifasciata,160448,PACFIN
2014,CALIFORNIA,"SHARK, MAKO, SHORTFIN","54,397",25,"48,763",Public,Commercial,Isurus oxyrinchus,159924,PACFIN
2014,CALIFORNIA,"SHARK, PACIFIC ANGEL","17,822",8,"12,958",Public,Commercial,Squatina californica,160785,PACFIN
2014,CALIFORNIA,"SHARK, THRESHER","87,976",40,"69,366",Public,Commercial,Alopias vulpinus,159916,PACFIN
2014,CALIFORNIA,"SHARK, THRESHER, BIGEYE",,,,Confidential,Commercial,Alopias superciliosus,159921,PACFIN
2014,CALIFORNIA,"SHARK, TOPE","4,504",2,"3,689",Public,Commercial,Galeorhinus galeus,160181,PACFIN
2014,CONNECTICUT,"SHARK, BULL",,,,Confidential,Commercial,Carcharhinus leucas,160275,EXCEPTIONS
2014,CONNECTICUT,"SHARK, DOGFISH, SMOOTH","8,751",4,"5,321",Public,Commercial,Mustelus canis,160230,ACCSP
2014,CONNECTICUT,"SHARK, DOGFISH, SPINY","22,046",10,"5,108",Public,Commercial,Squalus acanthias,160617,ACCSP
2014,CONNECTICUT,"SHARK, MAKO, LONGFIN",420,0,"1,701",Public,Commercial,Isurus paucus,159926,ACCSP
2014,DELAWARE,"SHARK, DOGFISH, SMOOTH",,,,Confidential,Commercial,Mustelus canis,160230,ACCSP
2014,DELAWARE,"SHARK, DOGFISH, SPINY",,,,Confidential,Commercial,Squalus acanthias,160617,ACCSP
2014,FLORIDA-EAST,"SHARK, BLACKNOSE","35,735",16,"27,873",Public,Commercial,Carcharhinus acronotus,160304,EXCEPTIONS
2014,FLORIDA-EAST,"SHARK, BLACKTIP","168,142",76,"137,876",Public,Commercial,Carcharhinus limbatus,160318,EXCEPTIONS
2014,FLORIDA-EAST,"SHARK, BLUE",,,,Confidential,Commercial,Prionace glauca,160424,EXCEPTIONS
2014,FLORIDA-EAST,"SHARK, BONNETHEAD","12,381",6,"8,667",Public,Commercial,Sphyrna tiburo,160502,EXCEPTIONS
2014,FLORIDA-EAST,"SHARK, BULL","23,587",11,"16,039",Public,Commercial,Carcharhinus leucas,160275,EXCEPTIONS
2014,FLORIDA-EAST,"SHARK, FINETOOTH",,,,Confidential,Commercial,Carcharhinus isodon,160409,EXCEPTIONS
2014,FLORIDA-EAST,"SHARK, HAMMERHEAD, GREAT","6,112",3,795,Public,Commercial,Sphyrna mokarran,160515,EXCEPTIONS
2014,FLORIDA-EAST,"SHARK, HAMMERHEAD, SCALLOPED","17,763",8,"11,368",Public,Commercial,Sphyrna lewini,160508,EXCEPTIONS
2014,FLORIDA-EAST,"SHARK, LEMON","10,879",5,"8,703",Public,Commercial,Negaprion brevirostris,160433,EXCEPTIONS
2014,FLORIDA-EAST,"SHARK, MAKO, SHORTFIN","12,756",6,"25,002",Public,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2014,FLORIDA-EAST,"SHARK, SANDBAR","44,866",20,"28,714",Public,Commercial,Carcharhinus plumbeus,160289,EXCEPTIONS
2014,FLORIDA-EAST,"SHARK, SHARPNOSE, ATLANTIC","99,464",45,"69,625",Public,Commercial,Rhizoprionodon terraenovae,160200,EXCEPTIONS
2014,FLORIDA-EAST,"SHARK, SILKY",55,0,45,Public,Commercial,Carcharhinus falciformis,160310,EXCEPTIONS
2014,FLORIDA-EAST,"SHARK, SPINNER","3,016",1,"1,870",Public,Commercial,Carcharhinus brevipinna,160401,EXCEPTIONS
2014,FLORIDA-EAST,"SHARK, TIGER","15,551",7,"11,041",Public,Commercial,Galeocerdo cuvier,160189,EXCEPTIONS
2014,FLORIDA-EAST,"SHARK, WHITETIP, OCEANIC",,,,Confidential,Commercial,Carcharhinus longimanus,160330,ACCSP
2014,FLORIDA-WEST,"SHARK, BLACKNOSE","1,735",1,"1,475",Public,Commercial,Carcharhinus acronotus,160304,EXCEPTIONS
2014,FLORIDA-WEST,"SHARK, BLACKTIP","13,846",6,"9,831",Public,Commercial,Carcharhinus limbatus,160318,EXCEPTIONS
2014,FLORIDA-WEST,"SHARK, BONNETHEAD",,,,Confidential,Commercial,Sphyrna tiburo,160502,ACCSP
2014,FLORIDA-WEST,"SHARK, BULL","14,065",6,"9,283",Public,Commercial,Carcharhinus leucas,160275,EXCEPTIONS
2014,FLORIDA-WEST,"SHARK, FINETOOTH",71,0,89,Public,Commercial,Carcharhinus isodon,160409,EXCEPTIONS
2014,FLORIDA-WEST,"SHARK, HAMMERHEAD, GREAT","15,698",7,"12,558",Public,Commercial,Sphyrna mokarran,160515,EXCEPTIONS
2014,FLORIDA-WEST,"SHARK, HAMMERHEAD, SCALLOPED","4,432",2,"3,413",Public,Commercial,Sphyrna lewini,160508,EXCEPTIONS
2014,FLORIDA-WEST,"SHARK, LEMON","4,730",2,"3,075",Public,Commercial,Negaprion brevirostris,160433,EXCEPTIONS
2014,FLORIDA-WEST,"SHARK, MAKO, SHORTFIN","3,088",1,"4,879",Public,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2014,FLORIDA-WEST,"SHARK, SANDBAR","39,851",18,"23,114",Public,Commercial,Carcharhinus plumbeus,160289,EXCEPTIONS
2014,FLORIDA-WEST,"SHARK, SHARPNOSE, ATLANTIC",417,0,375,Public,Commercial,Rhizoprionodon terraenovae,160200,EXCEPTIONS
2014,FLORIDA-WEST,"SHARK, SILKY",,,,Confidential,Commercial,Carcharhinus falciformis,160310,ACCSP
2014,FLORIDA-WEST,"SHARK, SPINNER","6,663",3,"5,397",Public,Commercial,Carcharhinus brevipinna,160401,EXCEPTIONS
2014,FLORIDA-WEST,"SHARK, TIGER","13,761",6,"10,871",Public,Commercial,Galeocerdo cuvier,160189,EXCEPTIONS
2014,GEORGIA,"SHARK, BLACKTIP",20,0,8,Public,Commercial,Carcharhinus limbatus,160318,EXCEPTIONS
2014,HAWAII,"SHARK, MAKO, SHORTFIN","90,966",41,"106,806",Public,Commercial,Isurus oxyrinchus,159924,PIFSC
2014,LOUISIANA,"SHARK, BLACKTIP","425,956",193,"200,199",Public,Commercial,Carcharhinus limbatus,160318,EXCEPTIONS
2014,LOUISIANA,"SHARK, BULL","228,966",104,"112,193",Public,Commercial,Carcharhinus leucas,160275,EXCEPTIONS
2014,LOUISIANA,"SHARK, DOGFISH, SMOOTH",,,,Confidential,Commercial,Mustelus canis,160230,GULFFIN
2014,LOUISIANA,"SHARK, HAMMERHEAD, GREAT","14,227",6,"5,264",Public,Commercial,Sphyrna mokarran,160515,EXCEPTIONS
2014,LOUISIANA,"SHARK, HAMMERHEAD, SCALLOPED",,,,Confidential,Commercial,Sphyrna lewini,160508,EXCEPTIONS
2014,LOUISIANA,"SHARK, LEMON",,,,Confidential,Commercial,Negaprion brevirostris,160433,GULFFIN
2014,LOUISIANA,"SHARK, MAKO, SHORTFIN","4,027",2,"4,067",Public,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2014,LOUISIANA,"SHARK, SPINNER","51,163",23,"25,070",Public,Commercial,Carcharhinus brevipinna,160401,EXCEPTIONS
2014,LOUISIANA,"SHARK, TIGER",606,0,242,Public,Commercial,Galeocerdo cuvier,160189,EXCEPTIONS
2014,MAINE,"SHARK, DOGFISH, SPINY","214,763",97,"35,200",Public,Commercial,Squalus acanthias,160617,ACCSP
2014,MAINE,"SHARK, MAKO, SHORTFIN",837,0,896,Public,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2014,MAINE,"SHARK, PORBEAGLE","2,087",1,"1,106",Public,Commercial,Lamna nasus,159911,EXCEPTIONS
2014,MARYLAND,"SHARK, BLACKTIP",531,0,372,Public,Commercial,Carcharhinus limbatus,160318,EXCEPTIONS
2014,MARYLAND,"SHARK, BLUE",,,,Confidential,Commercial,Prionace glauca,160424,ACCSP
2014,MARYLAND,"SHARK, DOGFISH, SMOOTH","176,869",80,"84,165",Public,Commercial,Mustelus canis,160230,ACCSP
2014,MARYLAND,"SHARK, DOGFISH, SPINY","1,062,355",482,"165,084",Public,Commercial,Squalus acanthias,160617,ACCSP
2014,MARYLAND,"SHARK, HAMMERHEAD, GREAT",,,,Confidential,Commercial,Sphyrna mokarran,160515,EXCEPTIONS
2014,MARYLAND,"SHARK, HAMMERHEAD, SCALLOPED",,,,Confidential,Commercial,Sphyrna lewini,160508,EXCEPTIONS
2014,MARYLAND,"SHARK, MAKO, LONGFIN",,,,Confidential,Commercial,Isurus paucus,159926,ACCSP
2014,MARYLAND,"SHARK, MAKO, SHORTFIN","8,282",4,"20,539",Public,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2014,MARYLAND,"SHARK, SHARPNOSE, ATLANTIC",,,,Confidential,Commercial,Rhizoprionodon terraenovae,160200,EXCEPTIONS
2014,MARYLAND,"SHARK, SILKY",,,,Confidential,Commercial,Carcharhinus falciformis,160310,ACCSP
2014,MARYLAND,"SHARK, SPINNER","1,698",1,"1,240",Public,Commercial,Carcharhinus brevipinna,160401,EXCEPTIONS
2014,MARYLAND,"SHARK, THRESHER","7,851",4,"5,182",Public,Commercial,Alopias vulpinus,159916,EXCEPTIONS
2014,MARYLAND,"SHARK, WHITETIP, OCEANIC",,,,Confidential,Commercial,Carcharhinus longimanus,160330,EXCEPTIONS
2014,MASSACHUSETTS,"SHARK, DOGFISH, SMOOTH",,,,Confidential,Commercial,Mustelus canis,160230,ACCSP
2014,MASSACHUSETTS,"SHARK, DOGFISH, SPINY","9,439,058","4,282","2,027,689",Public,Commercial,Squalus acanthias,160617,ACCSP
2014,MASSACHUSETTS,"SHARK, MAKO, SHORTFIN","26,246",12,"51,967",Public,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2014,MASSACHUSETTS,"SHARK, PORBEAGLE","4,327",2,"2,466",Public,Commercial,Lamna nasus,159911,EXCEPTIONS
2014,NEW HAMPSHIRE,"SHARK, DOGFISH, SPINY",,,,Confidential,Commercial,Squalus acanthias,160617,ACCSP
2014,NEW JERSEY,"SHARK, BLACKNOSE",,,,Confidential,Commercial,Carcharhinus acronotus,160304,EXCEPTIONS
2014,NEW JERSEY,"SHARK, BLACKTIP","2,389",1,"1,792",Public,Commercial,Carcharhinus limbatus,160318,EXCEPTIONS
2014,NEW JERSEY,"SHARK, DOGFISH, CHAIN",,,,Confidential,Commercial,Scyliorhinus retifer,160060,ACCSP
2014,NEW JERSEY,"SHARK, DOGFISH, SMOOTH","735,745",334,"355,781",Public,Commercial,Mustelus canis,160230,ACCSP
2014,NEW JERSEY,"SHARK, DOGFISH, SPINY","2,202,747",999,"351,633",Public,Commercial,Squalus acanthias,160617,ACCSP
2014,NEW JERSEY,"SHARK, FINETOOTH","6,002",3,"4,922",Public,Commercial,Carcharhinus isodon,160409,EXCEPTIONS
2014,NEW JERSEY,"SHARK, HAMMERHEAD, GREAT","1,160",1,"1,230",Public,Commercial,Sphyrna mokarran,160515,EXCEPTIONS
2014,NEW JERSEY,"SHARK, MAKO, SHORTFIN","16,276",7,"31,413",Public,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2014,NEW JERSEY,"SHARK, SANDBAR",,,,Confidential,Commercial,Carcharhinus plumbeus,160289,EXCEPTIONS
2014,NEW JERSEY,"SHARK, SPINNER",,,,Confidential,Commercial,Carcharhinus brevipinna,160401,EXCEPTIONS
2014,NEW JERSEY,"SHARK, THRESHER","15,239",7,"15,696",Public,Commercial,Alopias vulpinus,159916,EXCEPTIONS
2014,NEW YORK,"SHARK, BLUE",,,,Confidential,Commercial,Prionace glauca,160424,EXCEPTIONS
2014,NEW YORK,"SHARK, BONNETHEAD",,,,Confidential,Commercial,Sphyrna tiburo,160502,EXCEPTIONS
2014,NEW YORK,"SHARK, BULL",,,,Confidential,Commercial,Carcharhinus leucas,160275,EXCEPTIONS
2014,NEW YORK,"SHARK, DOGFISH, SMOOTH","205,732",93,"113,037",Public,Commercial,Mustelus canis,160230,ACCSP
2014,NEW YORK,"SHARK, DOGFISH, SPINY","59,645",27,"16,498",Public,Commercial,Squalus acanthias,160617,ACCSP
2014,NEW YORK,"SHARK, HAMMERHEAD, SMOOTH",,,,Confidential,Commercial,Sphyrna zygaena,160505,EXCEPTIONS
2014,NEW YORK,"SHARK, MAKO, SHORTFIN","6,877",3,"14,029",Public,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2014,NEW YORK,"SHARK, SANDBAR",,,,Confidential,Commercial,Carcharhinus plumbeus,160289,ACCSP
2014,NEW YORK,"SHARK, THRESHER",855,0,"1,214",Public,Commercial,Alopias vulpinus,159916,EXCEPTIONS
2014,NORTH CAROLINA,"SHARK, BLACKNOSE","1,839",1,938,Public,Commercial,Carcharhinus acronotus,160304,EXCEPTIONS
2014,NORTH CAROLINA,"SHARK, BLACKTIP","91,211",41,"58,375",Public,Commercial,Carcharhinus limbatus,160318,EXCEPTIONS
2014,NORTH CAROLINA,"SHARK, BLUE","16,542",8,"1,654",Public,Commercial,Prionace glauca,160424,EXCEPTIONS
2014,NORTH CAROLINA,"SHARK, BONNETHEAD",662,0,318,Public,Commercial,Sphyrna tiburo,160502,EXCEPTIONS
2014,NORTH CAROLINA,"SHARK, BULL","6,199",3,"2,542",Public,Commercial,Carcharhinus leucas,160275,EXCEPTIONS
2014,NORTH CAROLINA,"SHARK, DOGFISH, SMOOTH","498,904",226,"212,998",Public,Commercial,Mustelus canis,160230,ACCSP
2014,NORTH CAROLINA,"SHARK, DOGFISH, SPINY","5,650,285","2,563","567,403",Public,Commercial,Squalus acanthias,160617,ACCSP
2014,NORTH CAROLINA,"SHARK, FINETOOTH","4,380",2,"2,278",Public,Commercial,Carcharhinus isodon,160409,EXCEPTIONS
